Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_1 Spectral Count	control_2 Spectral Count	control_3 Spectral Count	control_4 Spectral Count	control_5 Spectral Count	control_6 Spectral Count	control_1 Unique Spectral Count	control_2 Unique Spectral Count	control_3 Unique Spectral Count	control_4 Unique Spectral Count	control_5 Unique Spectral Count	control_6 Unique Spectral Count	control_1 Total Spectral Count	control_2 Total Spectral Count	control_3 Total Spectral Count	control_4 Total Spectral Count	control_5 Total Spectral Count	control_6 Total Spectral Count	control_1 Intensity	control_2 Intensity	control_3 Intensity	control_4 Intensity	control_5 Intensity	control_6 Intensity	control_1 MaxLFQ Intensity	control_2 MaxLFQ Intensity	control_3 MaxLFQ Intensity	control_4 MaxLFQ Intensity	control_5 MaxLFQ Intensity	control_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|O75533|SF3B1_HUMAN	O75533	SF3B1_HUMAN	SF3B1	1304	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3B subunit 1	1.0	0.999	51	562	422	562	99	95	93	90	94	91	73	72	70	70	73	64	99	95	93	90	94	91	6340154.0	6590637.5	6400627.0	6349174.0	6260752.0	6165721.5	418535.9	422233.38	403951.3	401307.38	397418.22	376612.38	
sp|O75534|CSDE1_HUMAN	O75534	CSDE1_HUMAN	CSDE1	798	Homo sapiens	1:Experimental evidence at protein level	Cold shock domain-containing protein E1	1.0	0.999	32	350	0	350	59	64	55	57	59	56	0	0	0	0	0	0	59	64	55	57	59	56	5666539.5	5700677.0	5837457.5	5985953.0	6017452.5	5955489.5	423843.72	426761.03	430550.5	442875.4	445825.03	446120.5	
sp|O75554|WBP4_HUMAN	O75554	WBP4_HUMAN	WBP4	376	Homo sapiens	1:Experimental evidence at protein level	WW domain-binding protein 4	1.0	0.999	3	14	14	14	2	3	3	2	3	1	2	3	3	2	3	1	2	3	3	2	3	1	92704.266	146580.56	132741.89	115729.27	114868.34	84200.484	49924.867	62286.91	55357.24	51447.016	49830.758	45586.72	
sp|O75563|SKAP2_HUMAN	O75563	SKAP2_HUMAN	SKAP2	359	Homo sapiens	1:Experimental evidence at protein level	Src kinase-associated phosphoprotein 2	0.9995	0.999	2	4	2	4	1	0	0	2	1	0	1	0	0	1	0	0	1	0	0	2	1	0	18907.041	19016.326	23850.947	20575.016	21171.547	14823.699	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75569|PRKRA_HUMAN	O75569	PRKRA_HUMAN	PRKRA	313	Homo sapiens	1:Experimental evidence at protein level	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1.0	0.999	9	80	0	80	12	11	13	14	19	11	0	0	0	0	0	0	12	11	13	14	19	11	939314.94	1003194.0	970954.75	648217.4	840724.5	724525.7	274088.62	259961.95	273261.88	259819.16	269838.06	265547.56	
sp|O75575|RPC9_HUMAN	O75575	RPC9_HUMAN	CRCP	148	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC9	1.0	0.999	3	10	4	10	2	4	1	2	1	0	2	1	0	1	0	0	2	4	1	2	1	0	23014.227	58305.64	21414.895	22458.059	19675.904	21188.674	20672.686	22223.031	0.0	21208.555	0.0	0.0	
sp|O75592|MYCB2_HUMAN	O75592	MYCB2_HUMAN	MYCBP2	4678	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MYCBP2	1.0	0.999	5	10	0	10	0	1	5	1	2	1	0	0	0	0	0	0	0	1	5	1	2	1	0.0	69861.914	72061.945	10680.723	9799.567	11545.01	0.0	36025.86	25648.828	0.0	0.0	0.0	tr|A0A499FJI4|A0A499FJI4_HUMAN, tr|A0A804HIR9|A0A804HIR9_HUMAN, tr|A0A804HJ25|A0A804HJ25_HUMAN, tr|A0A804HKQ1|A0A804HKQ1_HUMAN, tr|A0A804HL12|A0A804HL12_HUMAN, tr|A0A8Q3SHK7|A0A8Q3SHK7_HUMAN, tr|A0A8Q3SHQ2|A0A8Q3SHQ2_HUMAN
sp|O75600|KBL_HUMAN	O75600	KBL_HUMAN	GCAT	419	Homo sapiens	1:Experimental evidence at protein level	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	1.0	0.999	8	42	28	42	7	9	5	9	5	7	6	7	3	6	2	4	7	9	5	9	5	7	219488.88	231591.4	202271.25	212870.27	152974.1	151416.62	53180.16	55847.953	49362.4	46781.27	48462.18	46686.062	
sp|O75607|NPM3_HUMAN	O75607	NPM3_HUMAN	NPM3	178	Homo sapiens	1:Experimental evidence at protein level	Nucleoplasmin-3	1.0	0.999	6	82	82	82	17	13	14	10	13	15	17	13	14	10	13	15	17	13	14	10	13	15	1192237.8	1254523.8	1119905.1	1085064.2	1121471.6	1059152.8	399508.88	451409.44	365383.53	345555.84	362615.7	332925.03	
sp|O75608|LYPA1_HUMAN	O75608	LYPA1_HUMAN	LYPLA1	230	Homo sapiens	1:Experimental evidence at protein level	Acyl-protein thioesterase 1	0.99	0.999	7	76	0	76	13	15	14	12	11	11	0	0	0	0	0	0	13	15	14	12	11	11	1255095.5	1306417.5	1250847.5	1227756.4	1222904.4	1232480.2	427469.38	487074.47	409362.34	410611.34	414815.66	393573.7	
sp|O75616|ERAL1_HUMAN	O75616	ERAL1_HUMAN	ERAL1	437	Homo sapiens	1:Experimental evidence at protein level	GTPase Era, mitochondrial	1.0	0.999	10	53	14	53	9	7	10	9	8	10	4	2	2	2	2	2	9	7	10	9	8	10	476635.7	473274.6	497238.1	528252.3	510472.3	748829.9	92701.25	95848.25	99402.24	108047.73	101029.66	102906.37	
sp|O75629|CREG1_HUMAN	O75629	CREG1_HUMAN	CREG1	220	Homo sapiens	1:Experimental evidence at protein level	Protein CREG1	1.0	0.999	2	11	0	11	4	3	1	1	1	1	0	0	0	0	0	0	4	3	1	1	1	1	83358.78	69468.12	41496.246	37964.023	42673.227	39375.086	52129.39	38941.113	0.0	0.0	0.0	0.0	tr|A0A3B3IRL2|A0A3B3IRL2_HUMAN
sp|O75643|U520_HUMAN	O75643	U520_HUMAN	SNRNP200	2136	Homo sapiens	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 200 kDa helicase	1.0	0.999	95	889	263	889	143	151	158	140	151	146	45	48	46	40	42	42	143	151	158	140	151	146	1.2789388E7	1.3250936E7	1.3049487E7	1.3263146E7	1.3076847E7	1.2999215E7	554947.94	562776.0	555247.75	555842.2	545144.5	550555.06	
sp|O75648|MTU1_HUMAN	O75648	MTU1_HUMAN	TRMU	421	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial tRNA-specific 2-thiouridylase 1	0.9234	0.9984	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13427.327	0.0	12962.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A2R8Y4R7|A0A2R8Y4R7_HUMAN, tr|A0A2R8Y6L6|A0A2R8Y6L6_HUMAN, tr|A0A2R8YDK3|A0A2R8YDK3_HUMAN
sp|O75663|TIPRL_HUMAN	O75663	TIPRL_HUMAN	TIPRL	272	Homo sapiens	1:Experimental evidence at protein level	TIP41-like protein	1.0	0.999	11	94	94	94	17	16	12	17	16	16	17	16	12	17	16	16	17	16	12	17	16	16	813530.94	883426.5	852891.9	822525.8	902974.5	851376.3	187298.16	193708.17	176939.97	178936.05	185010.47	178018.08	
sp|O75665|OFD1_HUMAN	O75665	OFD1_HUMAN	OFD1	1012	Homo sapiens	1:Experimental evidence at protein level	Centriole and centriolar satellite protein OFD1	1.0	0.999	5	12	7	12	2	1	3	3	1	2	1	1	1	2	1	1	2	1	3	3	1	2	18521.447	55123.625	52337.816	54851.64	23714.69	16235.054	21499.664	30047.127	26192.783	21128.002	29148.191	0.0	
sp|O75674|TM1L1_HUMAN	O75674	TM1L1_HUMAN	TOM1L1	476	Homo sapiens	1:Experimental evidence at protein level	TOM1-like protein 1	1.0	0.999	5	11	0	11	5	1	1	3	1	0	0	0	0	0	0	0	5	1	1	3	1	0	85151.35	78367.27	69485.69	76610.164	69930.266	34504.04	36024.715	29664.814	38189.355	38109.34	38363.574	0.0	tr|I3L4I4|I3L4I4_HUMAN, tr|J3KQU4|J3KQU4_HUMAN
sp|O75683|SURF6_HUMAN	O75683	SURF6_HUMAN	SURF6	361	Homo sapiens	1:Experimental evidence at protein level	Surfeit locus protein 6	1.0	0.999	5	46	46	46	6	11	8	8	8	5	6	11	8	8	8	5	6	11	8	8	8	5	479007.06	489107.56	490527.28	539136.3	550202.5	523808.88	174414.94	184280.23	186310.39	208535.28	211593.75	198085.75	
sp|O75688|PPM1B_HUMAN	O75688	PPM1B_HUMAN	PPM1B	479	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1B	1.0	0.999	11	39	1	39	8	9	5	8	4	5	1	0	0	0	0	0	8	9	5	8	4	5	340423.22	346198.2	369636.16	398595.72	392260.84	355250.12	101536.15	95528.14	92965.07	100770.08	96654.56	98943.1	
sp|O75691|UTP20_HUMAN	O75691	UTP20_HUMAN	UTP20	2785	Homo sapiens	1:Experimental evidence at protein level	Small subunit processome component 20 homolog	1.0	0.999	15	33	33	33	6	8	7	5	5	2	6	8	7	5	5	2	6	8	7	5	5	2	178696.98	152824.34	117884.57	192568.7	190832.06	131843.19	44513.848	42181.55	43985.234	41410.258	41325.68	42975.44	
sp|O75694|NU155_HUMAN	O75694	NU155_HUMAN	NUP155	1391	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup155	1.0	0.999	39	333	7	333	53	60	58	58	55	49	0	2	0	2	3	0	53	60	58	58	55	49	3392424.2	3336838.0	3519360.0	3539190.5	3442401.5	3365776.5	237444.31	234820.14	240306.17	239825.53	235488.02	235293.27	
sp|O75717|WDHD1_HUMAN	O75717	WDHD1_HUMAN	WDHD1	1129	Homo sapiens	1:Experimental evidence at protein level	WD repeat and HMG-box DNA-binding protein 1	1.0	0.999	28	202	164	202	40	36	32	34	32	28	33	30	26	26	27	22	40	36	32	34	32	28	1558680.4	1540303.5	1482459.1	1510633.2	1505533.2	1483754.1	142056.78	139614.55	139079.55	138443.23	136054.14	135240.84	
sp|O75718|CRTAP_HUMAN	O75718	CRTAP_HUMAN	CRTAP	401	Homo sapiens	1:Experimental evidence at protein level	Cartilage-associated protein	0.9999	0.999	2	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	50152.426	41173.758	49583.25	49726.066	50775.586	20851.541	32607.63	0.0	31867.963	34512.58	34507.992	0.0	tr|C9JP16|C9JP16_HUMAN
sp|O75746|S2512_HUMAN	O75746	S2512_HUMAN	SLC25A12	678	Homo sapiens	1:Experimental evidence at protein level	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.0	0.999	15	40	25	84	6	8	6	6	6	8	3	6	4	4	3	5	12	15	16	13	13	15	513506.4	292594.34	295542.94	524340.4	469999.94	464058.1	163721.38	151565.5	156244.22	144702.45	141835.34	141745.31	
sp|O75791|GRAP2_HUMAN	O75791	GRAP2_HUMAN	GRAP2	330	Homo sapiens	1:Experimental evidence at protein level	GRB2-related adapter protein 2	1.0	0.999	4	15	13	15	2	3	5	2	1	2	2	2	4	2	1	2	2	3	5	2	1	2	219541.44	224954.53	253539.34	188595.72	179654.3	188786.33	107215.92	112187.44	112198.625	102412.71	95883.03	105482.2	
sp|O75792|RNH2A_HUMAN	O75792	RNH2A_HUMAN	RNASEH2A	299	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease H2 subunit A	1.0	0.999	8	50	49	50	9	12	6	8	8	7	9	12	6	7	8	7	9	12	6	8	8	7	484546.6	476324.1	427754.56	505644.06	502027.06	480426.9	127496.32	129645.27	131426.44	135863.9	140626.16	136879.56	
sp|O75794|CD123_HUMAN	O75794	CD123_HUMAN	CDC123	336	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle protein 123 homolog	1.0	0.999	9	76	0	76	10	14	12	12	14	14	0	0	0	0	0	0	10	14	12	12	14	14	554698.1	586923.44	550014.25	757866.7	723657.0	583934.4	136267.72	143612.88	136370.47	142799.86	139556.34	143765.17	
sp|O75808|CAN15_HUMAN	O75808	CAN15_HUMAN	CAPN15	1086	Homo sapiens	1:Experimental evidence at protein level	Calpain-15	0.9494	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	14260.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1B0GVE3|A0A1B0GVE3_HUMAN
sp|O75817|POP7_HUMAN	O75817	POP7_HUMAN	POP7	140	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease P protein subunit p20	1.0	0.999	2	17	0	17	3	3	3	3	3	2	0	0	0	0	0	0	3	3	3	3	3	2	185013.81	188148.28	169309.48	183771.02	177946.98	160815.2	116812.99	121112.09	107902.67	118152.77	116437.29	105046.26	tr|C9JYM0|C9JYM0_HUMAN
sp|O75818|RPP40_HUMAN	O75818	RPP40_HUMAN	RPP40	363	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease P protein subunit p40	1.0	0.999	11	73	0	73	9	16	13	15	12	8	0	0	0	0	0	0	9	16	13	15	12	8	311921.0	527223.06	448232.5	422611.25	379190.0	356512.97	113144.89	120852.71	109393.555	112414.05	103130.03	102915.12	
sp|O75821|EIF3G_HUMAN	O75821	EIF3G_HUMAN	EIF3G	320	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit G	1.0	0.999	16	259	0	259	51	48	42	37	42	39	0	0	0	0	0	0	51	48	42	37	42	39	4750251.5	4729106.0	4523779.5	4383657.5	3519077.8	4265234.5	768503.25	798045.56	734924.7	757811.8	748001.25	743620.4	
sp|O75822|EIF3J_HUMAN	O75822	EIF3J_HUMAN	EIF3J	258	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit J	1.0	0.999	15	184	136	184	31	36	25	30	35	27	24	28	18	22	24	20	31	36	25	30	35	27	3961570.5	4198150.0	3844769.8	3987420.5	4169529.0	3806943.8	831958.56	870284.56	786763.44	828440.06	839906.44	760864.56	
sp|O75832|PSD10_HUMAN	O75832	PSD10_HUMAN	PSMD10	226	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 10	1.0	0.999	9	113	12	113	16	19	18	20	21	19	2	2	2	2	2	2	16	19	18	20	21	19	1028369.9	1203278.5	1200718.8	1184208.1	1216944.6	1207918.9	234997.05	238087.64	238608.66	242022.81	244331.81	241619.73	
sp|O75844|FACE1_HUMAN	O75844	FACE1_HUMAN	ZMPSTE24	475	Homo sapiens	1:Experimental evidence at protein level	CAAX prenyl protease 1 homolog	0.9514	0.999	1	11	11	11	2	3	2	1	3	0	2	3	2	1	3	0	2	3	2	1	3	0	25922.31	19317.842	25537.912	23587.521	22044.72	22577.533	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75865|TPC6A_HUMAN	O75865	TPC6A_HUMAN	TRAPPC6A	159	Homo sapiens	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 6A	1.0	0.999	2	3	3	3	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	14504.414	21116.15	0.0	38170.703	41181.145	29157.543	0.0	13965.467	0.0	24921.555	27668.791	18235.922	
sp|O75874|IDHC_HUMAN	O75874	IDHC_HUMAN	IDH1	414	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NADP] cytoplasmic	1.0	0.999	17	173	117	173	32	28	31	28	25	29	22	20	21	17	16	21	32	28	31	28	25	29	2267736.5	2291256.5	2278856.8	2353837.5	2297131.5	2297921.5	314996.28	325621.75	319011.16	330002.94	317630.47	323799.25	
sp|O75879|GATB_HUMAN	O75879	GATB_HUMAN	GATB	557	Homo sapiens	1:Experimental evidence at protein level	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	1.0	0.999	3	7	0	7	2	2	0	1	2	0	0	0	0	0	0	0	2	2	0	1	2	0	62600.97	63749.273	64079.684	73038.81	76847.93	45344.76	35720.684	36238.324	36551.168	42685.38	43946.242	0.0	tr|D6RDU9|D6RDU9_HUMAN, tr|D6REA0|D6REA0_HUMAN
sp|O75880|SCO1_HUMAN	O75880	SCO1_HUMAN	SCO1	301	Homo sapiens	1:Experimental evidence at protein level	Protein SCO1 homolog, mitochondrial	0.9995	0.999	2	3	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	36309.32	35433.445	35544.137	39894.082	39580.676	38531.5	0.0	0.0	0.0	0.0	0.0	0.0	tr|J3QL56|J3QL56_HUMAN
sp|O75886|STAM2_HUMAN	O75886	STAM2_HUMAN	STAM2	525	Homo sapiens	1:Experimental evidence at protein level	Signal transducing adapter molecule 2	1.0	0.999	6	10	10	27	3	2	1	2	0	2	3	2	1	2	0	2	5	5	4	6	3	4	127822.4	121487.28	152687.62	137104.48	93740.43	117330.07	52551.414	50311.54	58049.918	58101.2	62767.85	49335.74	
sp|O75909|CCNK_HUMAN	O75909	CCNK_HUMAN	CCNK	580	Homo sapiens	1:Experimental evidence at protein level	Cyclin-K	1.0	0.999	7	52	10	52	9	11	8	9	6	9	1	2	1	2	1	3	9	11	8	9	6	9	382216.0	490045.2	456223.28	413012.9	362128.28	410376.47	121344.69	130831.26	122545.49	120626.63	120274.805	120226.664	
sp|O75925|PIAS1_HUMAN	O75925	PIAS1_HUMAN	PIAS1	651	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase PIAS1	0.9514	0.999	1	9	0	9	1	1	1	3	1	2	0	0	0	0	0	0	1	1	1	3	1	2	49451.426	40536.816	43963.027	49114.992	43813.72	43919.73	0.0	0.0	0.0	0.0	0.0	0.0	sp|O75928|PIAS2_HUMAN, tr|A0A087WUY7|A0A087WUY7_HUMAN, tr|B4DGW0|B4DGW0_HUMAN
sp|O75934|SPF27_HUMAN	O75934	SPF27_HUMAN	BCAS2	225	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor SPF27	1.0	0.999	13	105	105	105	19	16	17	20	15	18	19	16	17	20	15	18	19	16	17	20	15	18	1837716.0	1736293.4	1740051.4	1838238.9	1644006.0	1826402.9	310638.28	289785.8	291957.5	308283.44	291464.53	307407.3	
sp|O75935|DCTN3_HUMAN	O75935	DCTN3_HUMAN	DCTN3	186	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 3	1.0	0.999	4	20	0	20	2	2	2	4	6	4	0	0	0	0	0	0	2	2	2	4	6	4	232399.56	210288.88	267665.6	266170.62	272354.25	288812.44	133136.4	108235.766	129832.8	143523.81	142382.39	142897.72	tr|X6RCK5|X6RCK5_HUMAN
sp|O75937|DNJC8_HUMAN	O75937	DNJC8_HUMAN	DNAJC8	253	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 8	1.0	0.999	12	108	76	108	18	17	18	16	20	19	13	13	14	11	13	12	18	17	18	16	20	19	798025.2	1045325.4	1216194.1	1182283.1	1419308.4	1443622.6	197041.42	186611.64	203896.3	217899.22	228499.48	235677.94	
sp|O75940|SPF30_HUMAN	O75940	SPF30_HUMAN	SMNDC1	238	Homo sapiens	1:Experimental evidence at protein level	Survival of motor neuron-related-splicing factor 30	1.0	0.999	7	67	56	67	18	11	8	12	8	10	15	10	7	10	7	7	18	11	8	12	8	10	732506.25	699815.94	630261.25	655721.6	672349.6	639421.5	213275.42	201988.83	193516.83	199308.0	185810.47	180190.88	
sp|O75943|RAD17_HUMAN	O75943	RAD17_HUMAN	RAD17	681	Homo sapiens	1:Experimental evidence at protein level	Cell cycle checkpoint protein RAD17	0.9999	0.9942	2	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	39488.516	0.0	0.0	0.0	20788.717	24701.076	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0G2JNH5|A0A0G2JNH5_HUMAN, tr|A0A0G2JP78|A0A0G2JP78_HUMAN, tr|A0A0G2JPT5|A0A0G2JPT5_HUMAN, tr|H0Y9J8|H0Y9J8_HUMAN
sp|O75947|ATP5H_HUMAN	O75947	ATP5H_HUMAN	ATP5PD	161	Homo sapiens	1:Experimental evidence at protein level	ATP synthase subunit d, mitochondrial	1.0	0.999	9	112	57	112	17	16	18	22	18	21	7	8	10	11	10	11	17	16	18	22	18	21	1333108.4	1232447.9	1217849.0	1215749.6	1170872.0	2406153.0	509907.88	478011.75	492424.06	484484.7	474005.94	450455.53	
sp|O75955|FLOT1_HUMAN	O75955	FLOT1_HUMAN	FLOT1	427	Homo sapiens	1:Experimental evidence at protein level	Flotillin-1	1.0	0.999	24	154	0	154	29	25	23	26	23	28	0	0	0	0	0	0	29	25	23	26	23	28	1923149.4	1942322.9	2324977.5	2491149.2	2025705.0	2448750.5	274776.84	281798.0	273303.03	292476.6	293920.28	299968.0	
sp|O75964|ATP5L_HUMAN	O75964	ATP5L_HUMAN	ATP5MG	103	Homo sapiens	1:Experimental evidence at protein level	ATP synthase subunit g, mitochondrial	1.0	0.999	5	40	0	40	6	7	7	5	7	8	0	0	0	0	0	0	6	7	7	5	7	8	966309.9	938917.2	999257.9	959923.9	983182.7	993256.3	477964.8	473457.3	499621.9	480130.38	482716.9	491231.5	tr|A0A3B3ITX4|A0A3B3ITX4_HUMAN, tr|A0A8I5KSQ4|A0A8I5KSQ4_HUMAN, tr|A0A8I5KT86|A0A8I5KT86_HUMAN
sp|O75971|SNPC5_HUMAN	O75971	SNPC5_HUMAN	SNAPC5	98	Homo sapiens	1:Experimental evidence at protein level	snRNA-activating protein complex subunit 5	0.9158	0.9982	1	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	8079.6367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75976|CBPD_HUMAN	O75976	CBPD_HUMAN	CPD	1380	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase D	0.9514	0.999	1	9	9	9	2	1	1	1	3	1	2	1	1	1	3	1	2	1	1	1	3	1	23483.35	25435.316	24965.164	25254.814	26877.463	25337.79	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O76003|GLRX3_HUMAN	O76003	GLRX3_HUMAN	GLRX3	335	Homo sapiens	1:Experimental evidence at protein level	Glutaredoxin-3	1.0	0.999	13	131	131	131	20	18	24	23	21	25	20	18	24	23	21	25	20	18	24	23	21	25	2883831.8	2781980.2	2794181.5	2970342.2	2972237.0	2932823.8	555491.44	551849.3	532087.56	554276.9	555510.1	566834.7	
sp|O76021|RL1D1_HUMAN	O76021	RL1D1_HUMAN	RSL1D1	490	Homo sapiens	1:Experimental evidence at protein level	Ribosomal L1 domain-containing protein 1	1.0	0.999	13	149	0	149	25	27	23	25	25	24	0	0	0	0	0	0	25	27	23	25	25	24	4125485.2	4055456.0	2893745.0	4554571.0	3275109.8	3268266.8	1134862.6	1152463.5	1173577.2	1158411.1	1188052.5	1179061.2	tr|J3QSV6|J3QSV6_HUMAN
sp|O76031|CLPX_HUMAN	O76031	CLPX_HUMAN	CLPX	633	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	1.0	0.999	19	99	76	99	21	16	18	16	10	18	17	13	14	12	7	13	21	16	18	16	10	18	828328.5	890701.1	805272.6	824221.9	865398.1	866930.44	93077.734	98251.3	91202.4	94140.21	98616.26	98632.97	
sp|O76041|NEBL_HUMAN	O76041	NEBL_HUMAN	NEBL	1014	Homo sapiens	1:Experimental evidence at protein level	Nebulette	0.9999	0.999	2	4	1	4	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0.0	12179.215	74337.96	81451.03	38437.348	17448.863	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O76070|SYUG_HUMAN	O76070	SYUG_HUMAN	SNCG	127	Homo sapiens	1:Experimental evidence at protein level	Gamma-synuclein	1.0	0.999	5	75	75	75	14	11	14	13	10	13	14	11	14	13	10	13	14	11	14	13	10	13	1302182.4	1361332.6	1390705.9	1436249.6	1384831.1	1338471.1	394968.6	399195.56	393371.62	396791.56	388968.22	391615.12	
sp|O76071|CIAO1_HUMAN	O76071	CIAO1_HUMAN	CIAO1	339	Homo sapiens	1:Experimental evidence at protein level	Probable cytosolic iron-sulfur protein assembly protein CIAO1	1.0	0.999	11	117	117	117	16	21	19	23	18	20	16	21	19	23	18	20	16	21	19	23	18	20	1211644.4	1280922.9	1223917.5	1193804.5	1166557.8	1184594.0	401679.47	396751.94	388923.78	387462.5	382961.66	383495.22	
sp|O76080|ZFAN5_HUMAN	O76080	ZFAN5_HUMAN	ZFAND5	213	Homo sapiens	1:Experimental evidence at protein level	AN1-type zinc finger protein 5	1.0	0.999	3	23	0	23	5	2	3	2	7	4	0	0	0	0	0	0	5	2	3	2	7	4	58359.887	50127.5	53439.4	45819.89	56923.996	50244.1	31608.604	27291.734	29384.791	25188.574	28793.838	27555.379	tr|Q5QPB1|Q5QPB1_HUMAN
sp|O76094|SRP72_HUMAN	O76094	SRP72_HUMAN	SRP72	671	Homo sapiens	1:Experimental evidence at protein level	Signal recognition particle subunit SRP72	1.0	0.999	23	242	88	242	48	49	33	40	39	33	16	16	12	15	16	13	48	49	33	40	39	33	2915901.8	3094533.8	3054064.5	3023863.0	2850983.2	2985797.5	243376.86	244253.47	243124.06	240033.11	244672.39	237010.5	
sp|O76095|JTB_HUMAN	O76095	JTB_HUMAN	JTB	146	Homo sapiens	1:Experimental evidence at protein level	Protein JTB	0.9317	0.9986	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	34091.062	40170.77	35799.137	37989.98	33989.76	38955.355	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O94742|SEM1_YEAST	O94742	SEM1_YEAST	SEM1	89	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	26S proteasome complex subunit SEM1	1.0	0.999	2	23	23	23	6	7	4	2	3	1	6	7	4	2	3	1	6	7	4	2	3	1	107546.92	108526.625	114281.695	65539.195	63282.734	57937.195	113821.92	114488.86	97274.01	31193.35	45237.02	0.0	
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	0.9514	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2443.8252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O94761|RECQ4_HUMAN	O94761	RECQ4_HUMAN	RECQL4	1208	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent DNA helicase Q4	0.9996	0.999	2	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1657.0166	13115.971	7711.764	9704.254	9663.716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A087X072|A0A087X072_HUMAN, tr|V9GZ64|V9GZ64_HUMAN
sp|O94762|RECQ5_HUMAN	O94762	RECQ5_HUMAN	RECQL5	991	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent DNA helicase Q5	1.0	0.9987	2	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	41471.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
